Number	Gender	GivenName	Surname	StreetAddress	City	ZipCode	EmailAddress	TelephoneNumber	Age	Color	Occupation	Company	Vehicle	Domain	BloodType	Kilograms	Centimeters	Birthday
2772	female	Gíslína	Skarphéðinsdóttir	Sunnubraut 68	Búðardalur	371	GislinaSkarphedinsdottir@rhyta.com	415 3782	19	Red	Applications engineer	Crafts Canada	2001 Honda Fuya Jo	ElectronicsQuarterly.is	O+	47.8	169	3/6/2000
2773	male	Unnar	Jósteinsson	Höfðabraut 22	Hvammstangi	531	UnnarJosteinsson@gustr.com	474 6894	75	Blue	Liquid waste treatment plant and system operator	First Choice Garden Maintenance	1999 Oldsmobile LSS	TapLending.is	O+	96.3	163	3/1/1944
2774	female	Ingunn	Stefánsdóttir	Gardatorg 76	Garðabær	212	IngunnStefansdottir@einrot.com	488 9633	70	Blue	Paper goods tender	Superior Appraisals	2015 Nissan Rogue	JokeInsider.is	B+	68.0	171	8/30/1949
2775	female	Ösp	Eiríksdóttir	Tungata 81	Höfn	781	OspEiriksdottir@rhyta.com	483 6841	46	Blue	Timekeeping clerk	Merry-Go-Round	2006 Jeep Cherokee	SeenCities.is	A+	94.5	156	2/28/1973
2776	male	Ívar	Þorbjarnarson	Gardatorg 3	Garðabær	212	IvarTHorbjarnarson@teleworm.us	488 7167	69	Blue	Elevator inspector	Tons O' Toys	2008 Renault Sandero	GamblingMode.is	A+	64.6	183	5/5/1950
2777	male	Esjar	Gissurarson	Hafnargata 50	Fáskrúðsfjörður	750	EsjarGissurarson@fleckens.hu	460 4926	65	Blue	Loan authorizer	Best Biz Survis	2007 Ford F-150	GuyGalaxy.is	O+	104.2	170	7/1/1954
2778	male	Sævar	Gunnarsson	Stórholt 64	Kjörvogur	522	SaevarGunnarsson@dayrep.com	467 8425	44	Green	Food and beverage manager	The Wiz	2007 Volkswagen Touran	TripMetro.is	O+	68.6	184	8/10/1975
2779	female	Heiðrún	Finnbogadóttir	Armúli 10	Reykjavík	130	HeidrunFinnbogadottir@rhyta.com	447 9503	62	Blue	General manager	Red Robin Stores	2007 Renault Megane	CubanParties.is	B+	51.7	164	5/21/1957
2780	female	Elinborg	Reynisdóttir	Hnjúkabyggð 30	Reykjavík	121	ElinborgReynisdottir@armyspy.com	415 5949	39	Purple	High school teacher	Mission You	2004 Isuzu Rodeo	NetworkingMixer.is	O+	81.7	159	7/19/1980
2781	female	Rósa	Pálmadóttir	Akurgerði 74	Ísafjörður	400	RosaPalmadottir@cuvox.de	449 4279	50	Red	Orthotist	Schaak Electronics	2003 Volkswagen Phaeton	TalkingApps.is	O+	51.4	156	8/16/1969
2782	female	Ilmur	Marinósdóttir	Lindargata 32	Sandgerði	245	IlmurMarinosdottir@jourrapide.com	435 2389	68	Black	Laundry and dry-cleaning worker	Coon Chicken Inn	1995 Fiat Barchetta	GreenShreveport.is	A+	88.8	167	11/14/1950
2783	male	Óli	Marselíusarson	Hnjúkabyggð 99	Reykjavík	121	OliMarseliusarson@superrito.com	456 9659	50	Blue	ATF agent	Big Star Markets	2002 Cadillac XLR	PublicityCam.is	A+	98.7	167	4/29/1969
2784	female	Bríet	Snorradóttir	Austurgata 98	Höfn	780	BrietSnorradottir@einrot.com	437 0049	40	Blue	Management analyst	Grand Union	2015 BMW 6 Series	CapitalTrip.is	A+	86.6	172	8/14/1979
2785	female	Rósey	Mínervudóttir	Djúpivogur 69	Hafnir	233	RoseyMinervudottir@dayrep.com	471 9807	70	Purple	Transmission engineer	Mr. D's IGA	2008 Toyota Venza	VOIPQuake.is	O+	90.4	171	6/21/1949
2786	male	Margeir	Skúlason	Thverholt 63	Mosfellsbær	270	MargeirSkulason@armyspy.com	438 9657	24	Blue	Digital electronic prepress worker	Vitamax Health Food Center	1999 Jeep Grand Cherokee	ChatTickets.is	A+	102.7	186	6/23/1995
2787	male	Júlíus	Theódórsson	Borgarbraut 36	Mjóifjörður	715	JuliusTheodorsson@gustr.com	437 8863	31	Green	Secondary school teacher	Blockbuster Music	2011 Toyota Camry	FranchiseRank.is	AB+	71.9	183	8/11/1988
2788	female	Ingveldur	Ingveldardóttir	Skolavordustig 58	Reykjavík	132	IngveldurIngveldardottir@gustr.com	487 5109	81	Black	Internist	Magik Grey	2014 Ford Fusion Hybrid	ConsultWireless.is	A+	52.3	159	7/30/1938
2789	male	Ástráður	Ægisson	Geislagata 27	Hofsós	565	AstradurAEgisson@armyspy.com	424 7426	30	Green	Administrative director	Bloom Brothers Furniture	1992 Buick LeSabre	DentalFoam.is	B+	79.0	180	3/15/1989
2790	male	Hinrik	Unnsteinsson	Hverfisgata 49	Selfoss	801	HinrikUnnsteinsson@superrito.com	444 9388	59	Black	Commercial diver	Pergament Home Centers	2004 Mahindra Commander	RomanticInfo.is	A+	106.9	183	8/1/1960
2791	female	Eðvaldína	Sverrisdóttir	Geislagata 50	Hofsós	565	EdvaldinaSverrisdottir@gustr.com	424 4562	21	Red	Vascular technologist	Monk Home Funding Services	2005 GMC Jimmy	CardPyramid.is	O+	66.1	155	1/20/1998
2792	female	Viktoría	Sigtryggsdóttir	Snorragata 98	Seltjarnarnes	172	ViktoriaSigtryggsdottir@dayrep.com	420 0426	85	Purple	Commercial and industrial designer	Greenwich IGA	1999 Lada Natacha	AdventureBroker.is	A+	84.8	153	12/6/1933
2793	female	Jóhanna	Ingveldardóttir	Brekkustíg 86	Bakkafjörður	685	JohannaIngveldardottir@cuvox.de	470 7557	36	Black	Inside order clerk	Anderson-Little	2015 Maserati Ghibli	MarketVoip.is	O+	101.1	175	4/12/1983
2794	male	Hermann	Emilsson	Álfabyggð 43	Þingeyri	471	HermannEmilsson@armyspy.com	441 6013	83	Blue	Promotions manager	Al's Auto Parts	2007 Mazda B3000	LocalChronicle.is	O+	77.2	162	5/28/1936
2795	female	Stefanía	Bergsdóttir	Sunnubraut 77	Búðardalur	371	StefaniaBergsdottir@gustr.com	418 6320	64	Green	Materials engineer	Team Uno	2008 Renault Kangoo	PrettyCities.is	O+	89.1	171	3/9/1955
2796	female	Helena	Þorsteinsdóttir	Fjölnisgata 88	Vogar	190	HelenaTHorsteinsdottir@dayrep.com	442 4298	35	Blue	Bridge and lock tender	Nutri G	1995 BMW 316	BriefLoan.is	B+	90.0	167	5/31/1984
2797	male	Ástþór	Hervinsson	Brekkugata 45	Hvammstangi	530	AstthorHervinsson@gustr.com	433 3342	41	Blue	Zoologist	Reliable Investments	2002 Renault Twingo	JollyForum.is	B+	81.6	172	7/29/1978
2798	female	Olga	Oddgeirsdóttir	Hagatorg 36	Reykjavík	101	OlgaOddgeirsdottir@einrot.com	425 4576	46	Green	Public adjuster	Red Robin Stores	2003 Xedos 9	ProductMobile.is	A+	104.1	167	10/11/1972
2799	male	Hjalti	Emilsson	Smáratún 70	Vík	870	HjaltiEmilsson@rhyta.com	472 9120	23	Blue	Collector	Infinity Investment Plan	2000 Seat Toledo	GroupTrivia.is	A+	69.4	182	6/7/1996
2800	male	Haraldur	Steinþórsson	Hlégerði 52	Hnífsdalur	410	HaraldurSteinthorsson@gustr.com	449 7490	43	Blue	Mental health counselor	Golf Augusta Pro Shops	2010 Hyundai Atos	PetTutorial.is	B+	94.7	181	8/9/1976
2801	male	Jakob	Arnbjarnarson	Skogarlond 35	Eiðar	705	JakobArnbjarnarson@superrito.com	428 8576	81	Blue	Insurance manager	Eagle Hardware & Garden	2004 Lotus Esprit	ShowState.is	O-	73.1	177	9/10/1938
2802	male	Júlíus	Hreinsson	Súluvegur 8	Þórshöfn	681	JuliusHreinsson@armyspy.com	465 6190	29	Green	Sales agent	Express Merchant Service	1999 Mahindra Bolero	AirBirth.is	B-	97.0	176	1/9/1990
2803	female	Sigríður	Jensdóttir	Ægissidu 94	Hallormsstaður	707	SigridurJensdottir@armyspy.com	411 2105	45	Purple	Surveillance officer	Alpha Beta	1992 Italdesign Columbus	SkincareAgent.is	O+	93.7	159	8/20/1974
2804	female	Bryndís	Björnsdóttir	Ránargata 81	Kópasker	670	BryndisBjornsdottir@armyspy.com	450 8617	25	Green	Model maker	Mages	2011 GMC Envoy	ForumFee.is	A-	66.7	169	9/7/1994
2805	male	Unnsteinn	Hartmannsson	Hafnarbraut 39	Hólmavík	510	UnnsteinnHartmannsson@armyspy.com	410 0779	66	Blue	Sociologist	Soul Sounds Unlimited	1996 Audi A8	MacroParty.is	B+	86.1	184	11/23/1952
2806	male	Arthur	Viðarsson	Ægissidu 23	Hallormsstaður	707	ArthurVidarsson@einrot.com	413 4577	59	Orange	Computer forensic investigator	Frank and Seder	2008 Hyundai Tucson	WirelessCribs.is	B+	113.0	180	6/27/1960
2807	female	Halla	Þorkelsdóttir	Skolavordustig 44	Reykjavík	132	HallaTHorkelsdottir@teleworm.us	480 8865	79	Purple	Custom inspector	Erlebacher's	2003 Rolls-Royce Phantom	HolisticAid.is	O+	84.8	163	1/4/1940
2808	female	Kristjana	Hallmundsdóttir	Gránugata 37	Selfoss	800	KristjanaHallmundsdottir@jourrapide.com	450 1035	48	Green	Lodging manager	Terra Nova Garden Services	2003 Mitsubishi Outlander	FullRates.is	B+	79.7	165	4/21/1971
2809	male	Margeir	Eyjólfsson	Gilsbakka 57	Bíldudalur	465	MargeirEyjolfsson@gustr.com	487 2948	58	Black	Financial analyst	Grand Union	1993 Nissan Terrano II	CommercialDownloads.is	A+	94.9	186	6/18/1961
2810	male	Kristinn	Thordarson	Sævar 57	Húsavík	640	KristinnThordarson@gustr.com	434 4801	27	Blue	Fabric and apparel patternmaker	Home Centers	2005 Bizzarrini BZ-2001	RentalFriend.is	O-	74.4	179	5/10/1992
2811	female	Sveinbjörg	Sigvaldadóttir	Vesturgata 96	Reykjavík	155	SveinbjorgSigvaldadottir@superrito.com	445 2250	73	Purple	Automotive mechanic	Total Yard Management	2006 Opel Meriva	FeelAttractive.is	O+	92.3	171	1/26/1946
2812	male	Vésteinn	Hólmgeirsson	Þingvallastræti 30	Súðavík	420	VesteinnHolmgeirsson@cuvox.de	410 3620	46	Green	Longshoremen	K&G Distributors	2009 Ford Focus	PackageNews.is	O+	83.5	169	12/3/1972
2813	female	Vaka	Steindórsdóttir	Ægissidu 72	Hallormsstaður	707	VakaSteindorsdottir@jourrapide.com	486 4091	46	Purple	Fish cleaner	Infinite Wealth	2005 Jaguar XJ	CheaperCity.is	B+	66.6	162	9/2/1973
2814	female	Guðný	Sigurjónsdóttir	Akurgerði 78	Ísafjörður	400	GudnySigurjonsdottir@cuvox.de	474 3780	61	Purple	Semiconductor processing technician	Circus World	1995 Nissan Gloria	PressMarks.is	A+	79.8	170	12/22/1957
2815	female	Petrína	Valberg	Bjarnarbraut 29	Norðurfjörður	524	PetrinaValberg@einrot.com	438 0625	65	Blue	Braille clerk	Circus World	2010 Lotus Exige	JetCyber.is	B+	79.7	169	11/2/1953
2816	male	Engilbert	Þorleifsson	Dalbraut 93	Króksfjarðarnes	380	EngilbertTHorleifsson@teleworm.us	453 3063	48	White	Computer-controlled machine tool operator	Ejecta	2011 SsangYong Rexton	MinuteRule.is	O-	71.9	176	3/3/1971
2817	female	Salóme	Þorgrímsdóttir	Eyrarodda 13	Flateyri	425	SalomeTHorgrimsdottir@cuvox.de	456 7371	66	Purple	Account collector	JumboSports	2006 Chrysler Pacifica	ParishJobs.is	A+	72.7	162	9/24/1952
2818	female	Brynhildur	Héðinsdóttir	Hverfisgata 18	Selfoss	801	BrynhildurHedinsdottir@dayrep.com	471 8593	70	Green	Staff assistant	Reliable Garden Management	2009 Pontiac G6	CasinoThings.is	B+	75.5	169	2/12/1949
2819	female	Eneka	Böðvarsdóttir	Sævar 1	Húsavík	640	EnekaBodvarsdottir@superrito.com	482 3458	40	Yellow	Patternmaker	Sports Unlimited	2005 Kia Sportage	FileFestival.is	B+	98.4	168	7/21/1979
2820	male	Sigurjón	Torfason	Merkigerði 49	Laugarvatn	840	SigurjonTorfason@armyspy.com	454 5104	40	Green	Field technician	Scotty's Builders Supply	1997 Seat Arosa	TraderRating.is	B+	94.2	169	9/27/1978
2821	female	Brynhildur	Hallmundsdóttir	Þjónustusvæði 57	Borgarfjörður	720	BrynhildurHallmundsdottir@einrot.com	451 8089	24	Blue	Electrocardiograph (EKG) technician	Idea Infinity	2002 Alfa Romeo Spider	YellowRide.is	B+	80.6	160	12/24/1994
2822	female	Sigurósk	Runólfsdóttir	Sunnubraut 95	Búðardalur	371	SiguroskRunolfsdottir@rhyta.com	433 8416	37	Red	PBX installer	Creative Wealth Management	1993 Audi Avus	WindRating.is	O+	52.7	168	5/28/1982
2823	male	Róbert	Aronsson	Fjölnisgata 23	Vogar	190	RobertAronsson@teleworm.us	445 5376	27	Blue	Welding machine tender	Edge Garden Services	2009 Mercedes-Benz ML	ResellerZoo.is	A+	97.9	168	6/9/1992
2824	female	Björk	Ingadóttir	Klausturvegur 25	Ísafjörður	401	BjorkIngadottir@teleworm.us	471 6548	60	Purple	Mediator	Netaid	2003 Jaguar R Coupe	PlayDentist.is	O+	79.7	167	6/9/1959
2825	female	Þrúður	Björnsdóttir	Hafnarstraeti 49	Akureyri	603	THrudurBjornsdottir@fleckens.hu	461 6541	72	Black	Sawing machine tender	Royal Gas	1996 Toyota 4Runner	ElectronicsScene.is	O+	61.5	151	2/14/1947
2826	male	Andri	Fróðason	Fagradalsbraut 61	Egilsstaðir	700	AndriFrodason@gustr.com	472 2279	34	Blue	Geoscientist	Dreamscape Garden Care	2002 GMC Terra 4	MobileProspect.is	A+	97.1	173	8/13/1985
2827	female	Kristbjörg	Baldursdóttir	Álfabyggð 62	Þingeyri	471	KristbjorgBaldursdottir@superrito.com	488 4234	73	Blue	CNC operator	Listenin' Booth	2012 Mercedes-Benz SL	CampFresh.is	O+	63.4	167	10/31/1945
2828	female	Ilmur	Traustadóttir	Bjarkarstígur 75	Þingeyri	470	IlmurTraustadottir@superrito.com	426 9554	36	Purple	News photographer	Harvest Foods	2010 GMC Acadia	MediaScams.is	A-	99.3	174	12/7/1982
2829	male	Hreinn	Skúlason	Holtagata 70	Drangsnes	520	HreinnSkulason@rhyta.com	487 8653	72	Black	Gaming investigator	Gino's Hamburgers	2002 Subaru Impreza	AdviseGolf.is	A+	87.5	184	1/20/1947
2830	female	Ágústa	Indriðadóttir	Sudurlandsbraut 40	Reykjavík	105	AgustaIndridadottir@dayrep.com	443 4652	45	Blue	Funeral manager	Suadela Investment	2001 Audi A4	DocumentExpo.is	O+	105.4	155	11/16/1973
2831	male	Áki	Bragason	Álfabyggð 37	Þingeyri	471	AkiBragason@cuvox.de	422 6061	56	Green	Human services manager	Monk Home Improvements	2003 Ford Econoline	PropertySync.is	A+	101.9	184	5/24/1963
2832	female	Fríða	Sigtryggsdóttir	Vogaland 54	Djúpivogur	765	FridaSigtryggsdottir@armyspy.com	415 8228	71	White	Marine surveyor	Good Guys	2012 Daewoo Lacetti	BizMatter.is	O+	55.0	151	4/26/1948
2833	female	Elínborg	Jensdóttir	Thingholtsstraeti 33	Reykjavík	108	ElinborgJensdottir@rhyta.com	482 8212	35	Blue	Oral and maxillofacial surgeon	Idea Infinity	2001 Peugeot Partner	DebateUs.is	O+	99.5	159	12/5/1983
2834	male	Þorvaldur	Þorbjörnsson	Ártún 8	Reykjavík	110	THorvaldurTHorbjornsson@jourrapide.com	473 7791	41	Silver	Office administrator	The Spotted Cougar	1993 Volvo 460	FriendshipChannel.is	A+	78.8	176	10/27/1977
2835	female	Sigurósk	Mínervudóttir	Midvangur 10	Egilsstaðir	701	SiguroskMinervudottir@jourrapide.com	469 5645	50	Purple	Industrial truck and tractor operator	Total Quality	1993 Dodge Spirit	VCFever.is	B+	66.6	164	3/1/1969
2836	male	Sigfús	Hrafnkelsson	Súluvegur 93	Þórshöfn	681	SigfusHrafnkelsson@rhyta.com	432 3817	42	Blue	Coin vending and amusement machine servicer	The Spotted Cougar	2001 Hyundai Dynasty	LiquorShow.is	O+	84.8	175	8/26/1977
2837	female	Gróa	Sigfúsdóttir	Djúpivogur 49	Hafnir	233	GroaSigfusdottir@armyspy.com	468 5666	39	Blue	Machine operator	Handy City	2001 MG X10	ExcellentRewards.is	B+	49.2	157	5/1/1980
2838	female	Lydia	Traustadóttir	Sævar 14	Húsavík	640	LydiaTraustadottir@rhyta.com	477 2474	23	Purple	Adult literacy teacher	Custom Sound	1994 Renault Espace	LunchPatrol.is	O+	82.0	164	5/19/1996
2839	male	Jakob	Baldvinsson	Hafnargata 76	Fáskrúðsfjörður	750	JakobBaldvinsson@fleckens.hu	431 2565	31	Blue	Analytical chemist	Thorofare	2007 Toyota Quantum	PawCuffs.is	O+	64.0	174	11/4/1987
2840	male	Sighvatur	Þóreyjarson	Strandgata 99	Eskifjörður	735	SighvaturTHoreyjarson@rhyta.com	445 9575	75	Blue	Digital electronic prepress worker	Janeville	1995 Citroen Xantia	BiofuelDrive.is	A+	65.7	180	5/13/1944
2841	male	Halldór	Jörundsson	Sundlaugavegur 47	Keflavík	232	HalldorJorundsson@rhyta.com	430 5800	52	Blue	Convention planner	Brown Derby	2007 Jeep Patriot	StoreVendors.is	B+	115.7	176	1/3/1967
2842	female	Védís	Björgvinsdóttir	Hafnarstraeti 7	Akureyri	603	VedisBjorgvinsdottir@superrito.com	453 5598	63	Purple	Promotions manager	Incredible Universe	1992 Eagle Summit	WaterStands.is	B+	52.0	158	1/17/1956
2843	male	Erlingur	Arthursson	Súluvegur 27	Þórshöfn	681	ErlingurArthursson@armyspy.com	485 9943	74	Green	Purchasing director	David Weis	2003 Suzuki Grand Vitara	DirectoryPool.is	A+	94.5	180	5/27/1945
2844	male	Valdimar	Bergsson	Hnjúkabyggð 56	Reykjavík	121	ValdimarBergsson@jourrapide.com	427 0040	68	Green	Bricklayer	Eagle Food Centers	2008 Nissan Navara	GeekWeddings.is	A+	62.5	163	8/7/1951
2845	female	Astrid	Haraldsdóttir	Sudurlandsbraut 30	Reykjavík	105	AstridHaraldsdottir@teleworm.us	419 2816	49	Blue	Older worker specialist	Childrens Bargain Town	2010 Pagani Zonda	KosherLessons.is	A+	80.9	161	4/1/1970
2846	male	Hannes	Vernharðsson	Midvangur 14	Egilsstaðir	701	HannesVernhardsson@rhyta.com	420 3797	40	Blue	Educational consultant	Omni Superstore	2009 Ascari KZ1	FaxPhotos.is	O+	75.3	187	10/23/1978
2847	male	Guðmar	Jónasson	Ólafsbraut 20	Reykholt	320	GudmarJonasson@gustr.com	420 7843	53	Blue	Reactor operator	Rogers Peet	2011 Chevrolet Spark	MysteryFoods.is	O+	89.9	182	10/3/1965
2848	male	Elías	Ingvarsson	Kaupangsstræti 73	Þorlákshöfn	815	EliasIngvarsson@fleckens.hu	477 9596	73	Blue	Carpet floor and tile installer	Budget Tapes & Records	2008 BMW 545	LCDOffers.is	O+	104.9	170	8/6/1946
2849	male	Steinþór	Sigfinnsson	Hlégerði 48	Hnífsdalur	410	SteinthorSigfinnsson@teleworm.us	455 5090	62	Red	Homeowner association manager	Locost Accessories	2003 Pininfarina Enjoy	LenderPromos.is	B+	103.1	175	3/9/1957
2850	male	Baldur	Vigfússon	Klapparstígur 35	Reykjavík	127	BaldurVigfusson@jourrapide.com	445 6578	44	Blue	Commentator	Macroserve	2001 Toyota Avensis	PortableShoes.is	O+	86.0	176	3/28/1975
2851	male	Haddur	Arnlaugsson	Midhraun 62	Garðabær	210	HaddurArnlaugsson@gustr.com	422 3638	83	Black	Food cooking machine tender	Courtesy Hardware Store	1995 Nissan Almera	PrepayTickets.is	O+	62.4	175	5/21/1936
2852	male	Erlendur	Ottósson	Bergstaðarstræti 84	Reykjavík	103	ErlendurOttosson@einrot.com	449 9038	76	Red	Creative writer	Spaceage Stereo	2012 Toyota Aygo	InkBanners.is	B+	80.2	163	2/4/1943
2853	male	Scheving	Kristínarson	Hvanneyrarbraut 73	Seltjarnarnes	170	SchevingKristinarson@rhyta.com	475 5216	37	Blue	Ambulance attendant	Bold Ideas	1996 Citroen ZX	RankLock.is	B+	109.7	183	12/5/1981
2854	male	Sigtryggur	Sturluson	Borgarholtsbraut 29	Kópavogur	200	SigtryggurSturluson@rhyta.com	410 6645	31	Blue	First responder	Audio Aid	2000 Chevrolet Blazer	PreTans.is	A+	75.5	189	12/13/1987
2855	male	Sveinbjörn	Þorgilsson	Hraunás 94	Hellissandur	360	SveinbjornTHorgilsson@gustr.com	443 6169	55	Red	General internist	Endicott Johnson	1996 Suzuki Escudo	ForwardDrop.is	B+	70.9	169	8/22/1964
2856	male	Jóhann	Sigurhansson	Fitjabraut 55	Keflavík	230	JohannSigurhansson@armyspy.com	419 3301	28	Blue	Manufacturing optician	Bold Ideas	2008 Volkswagen Commercial	SportsbookNut.is	A+	83.2	189	10/4/1990
2857	male	Davíð	Jóelsson	Borgarbraut 47	Mjóifjörður	715	DavidJoelsson@gustr.com	415 9452	36	Brown	Electronic newsgathering operator	Service Merchandise	1998 Lotus Emme	OptimumWatch.is	B+	65.0	175	8/7/1983
2858	male	Friðrik	Reynaldsson	Álfabyggð 24	Þingeyri	471	FridrikReynaldsson@superrito.com	435 7253	36	Blue	Rehabilitation counselor	Plunkett Home Furnishings	1992 Mini MK VI	HDTVBulletin.is	A+	103.7	173	8/27/1983
2859	male	Hjálmar	Hrafnkelsson	Ennisbraut 95	Reykjahlíð	660	HjalmarHrafnkelsson@superrito.com	479 5176	39	Blue	Loan underwriter	Magik Lamp	2006 Citroen 1.6	RenewablesAnalytics.is	O+	71.7	181	2/20/1980
2860	female	Maríanna	Úlfarsdóttir	Hrisateigur 27	Húsavík	641	MariannaUlfarsdottir@gustr.com	466 9796	48	Yellow	Campaign manager	Your Choices	2000 Volkswagen New Beetle	JukeBoxWizard.is	O+	67.4	160	8/9/1971
2861	male	Fjölnir	Björgvinsson	Sorlaskeid 48	Hafnafjörður	220	FjolnirBjorgvinsson@superrito.com	462 6910	32	Blue	Tool and die maker	CSK Auto	2012 Ford Taurus	ContestSeeker.is	B+	62.7	174	8/26/1987
2862	male	Kolbeinn	Arason	Hraunás 72	Hellissandur	360	KolbeinnArason@fleckens.hu	485 2332	23	Blue	Tool filer	Matrix Interior Design	1999 Ascari Ecosse	MathSymposium.is	A+	58.9	182	1/1/1996
2863	male	Vilhjálmur	Marselíusarson	Smáratún 59	Vík	870	VilhjalmurMarseliusarson@teleworm.us	433 4006	69	Black	Cooling and freezing equipment tender	Golden Joy	1999 SsangYong Chairman H	FSBOMetro.is	AB+	68.5	171	3/6/1950
2864	female	Þórunn	Jóhannesdóttir	Vesturgata 75	Reykjavík	155	THorunnJohannesdottir@dayrep.com	434 8421	57	Brown	Library technical assistant	The Original House of Pies	2008 GMC Envoy	LendingEars.is	A+	99.5	164	6/29/1962
2865	female	Agla	Guðbrandsdóttir	Ægissiða 89	Grenivík	610	AglaGudbrandsdottir@gustr.com	459 2170	31	Blue	Industrial production manager	Pioneer Chicken	1996 Proton Saloon	PeopleMetro.is	A+	71.4	159	5/30/1988
2866	female	Steinlaug	Baldursdóttir	Laufásgötu 78	Vestmannaeyjar	902	SteinlaugBaldursdottir@fleckens.hu	451 3206	79	Blue	Pipefitter	First Choice Yard Help	2012 Chevrolet Colorado	ItsSolid.is	A+	74.1	155	8/4/1940
2867	male	Valþór	Bergsson	Smiðjustígur 17	Patreksfjörður	450	ValthorBergsson@fleckens.hu	419 6349	19	Blue	Tow truck dispatcher	Fit Tonic	2010 Toyota Highlander	ServiceTaxis.is	O+	81.7	177	6/6/2000
2868	male	Fjalar	Gunnlaugsson	Höfðastígur 89	Bolungarvík	415	FjalarGunnlaugsson@dayrep.com	466 2685	58	Green	Staffing and assignments coordinator	Sky High Financial Advice	2000 GMC Sonoma	EconomySearch.is	O+	101.7	167	2/5/1961
2869	female	Þórhildur	Guðmundsdóttir	Norðurbraut 46	Reykjavík	112	THorhildurGudmundsdottir@armyspy.com	480 8594	21	Green	Mediator	Avant Garde Appraisal Group	2006 Fiat Palio II	ToyProtection.is	O+	46.4	157	3/5/1998
2870	male	Veturliði	Róbertsson	Birkimelur 68	Selfoss	802	VeturlidiRobertsson@dayrep.com	465 2611	73	Red	Usher	Big Daddy's Restaurants	1996 Hyundai Sonata	WoolCleaner.is	B+	87.9	166	10/16/1945
2871	female	Unnur	Tryggvadóttir	Höfðagata 51	Keflavíkurflugvöllur	235	UnnurTryggvadottir@cuvox.de	471 7253	83	Green	Electronic equipment repairer	Bodega Club	2007 Fiat Ulysse	PlasmaFree.is	A+	76.0	154	11/17/1935
2872	female	Elisabet	Sigurvaldadóttir	Sorlaskeid 57	Hafnafjörður	220	ElisabetSigurvaldadottir@superrito.com	411 7105	85	Yellow	Human resources analyst	Knox Lumber	2005 Aston Martin V8 Vantage	StarterCaps.is	AB+	80.0	157	9/5/1934
2873	male	Cheryl	Ásvaldsson	Laufásgötu 20	Vestmannaeyjar	902	CherylAsvaldsson@jourrapide.com	458 4438	62	Blue	Food preparation worker	Lum's	2009 Koenigsegg CCXR	SeekReturn.is	B+	111.5	180	10/9/1956
2874	female	Jónheiður	Harðardóttir	Hlégerði 79	Hnífsdalur	410	JonheidurHardardottir@rhyta.com	477 2315	35	Purple	Legal secretary	Albers Super Markets	2007 Saturn Aura	CollectorTickets.is	A-	58.0	157	11/2/1983
2875	male	Steinþór	Víðisson	Hafnarstraeti 92	Akureyri	603	SteinthorVidisson@superrito.com	429 5703	54	Blue	Podiatric doctor	ManCharm	2002 Oldsmobile Aurora	ButtText.is	O+	105.4	166	1/7/1965
2876	female	Regína	Eiríksdóttir	Skíðabraut 93	Dalvík	620	ReginaEiriksdottir@dayrep.com	415 5208	47	Blue	Safe repairer	Quality Merchant Services	1994 Lexus GS	TideSpa.is	B+	94.7	170	7/7/1972
2877	male	Gils	Adolfsson	Strandgata 20	Eskifjörður	735	GilsAdolfsson@rhyta.com	469 8995	39	Black	Exercise instructor	W. Bell & Co.	2005 Porsche Carrera GT	NightlifeCritic.is	O+	89.2	177	12/22/1979
2878	female	Marín	Vilhjálmsdóttir	Drangahrauni 91	Kópavogur	202	MarinVilhjalmsdottir@einrot.com	458 0771	32	Green	Elevator constructor	VitaGrey	2011 Mazda 2	DictionaryNews.is	A+	65.1	160	4/9/1987
2879	male	Bergsveinn	Hermundsson	Borgarbraut 84	Mjóifjörður	715	BergsveinnHermundsson@einrot.com	463 4762	85	Blue	Administrative specialist	Planet Pizza	1993 Peugeot 306	GamblingWords.is	O+	59.9	174	11/8/1933
2880	male	Styrmir	Þorbjörnsson	Adalstraeti 37	Akureyri	602	StyrmirTHorbjornsson@teleworm.us	428 6468	57	Blue	Cardiographer	Pro Yard Services	2002 Vauxhall Frontera	PotteryEmporium.is	O+	87.2	177	3/15/1962
2881	female	Tinna	Angantýsdóttir	Midvangur 5	Egilsstaðir	701	TinnaAngantysdottir@rhyta.com	481 5182	24	Green	Time recorder	Total Serve	2007 Bentley Continental GT	ScottsdaleSource.is	O+	50.3	155	8/13/1995
2882	male	Búi	Guðmarsson	Geislagata 48	Hofsós	565	BuiGudmarsson@armyspy.com	420 6690	34	Orange	Abstractor	The Sample	2000 Renault Laguna	MonetizationInformation.is	A+	114.0	180	4/23/1985
2883	male	Sverrir	Júlíusson	Þorsteinsgata 36	Neskaupstaður	740	SverrirJuliusson@gustr.com	441 7574	77	Blue	Liquid waste treatment plant and system operator	Listen Up	2000 Buick Regal	MarineJets.is	O-	61.4	177	5/4/1942
2884	female	Vilborg	Skúladóttir	Sigtuni 82	Reykjavík	104	VilborgSkuladottir@gustr.com	480 7739	63	Blue	PBX repairer	Shabby Chic	1996 Honda Integra	ValentineExchange.is	O+	88.5	155	10/18/1955
